       tstart        |      msid       | flag
---------------------+-----------------+------
 1999:270:00:00:00   |        *        | *
 1999:291:00:00:00   |        *        | *
 1999:295:00:00:00   |        *        | *
 2000:048:00:00:00   |        *        | *
 2000:049:00:00:00   |        *        | *
 2000:050:00:00:00   |        *        | *
 2000:111:00:00:00   |        *        | *
 2000:264:00:00:00   |        *        | *
 2008:225:00:00:00   |        *        | *
 2011:187:00:00:00   |        *        | *
 2011:188:00:00:00   |        *        | *
 2011:189:00:00:00   |        *        | *
 2011:190:00:00:00   |        *        | *
 2011:295:00:00:00   |        *        | *
 2012:150:00:00:00   |        *        | *
 2012:151:00:00:00   |        *        | *
 2015:264:00:00:00   |        *        | *
 2015:265:00:00:00   |        *        | *
 2016:064:00:00:00   |        *        | *
 2002-03-19 00:00:00 | 3SDP15V         | J
 2002-03-19 00:00:00 | 3SDM15V         | J
 2002-03-19 00:00:00 | P5VVZ           | E
 2002-03-19 00:00:00 | P5VIZ           | E
 2002-03-19 00:00:00 | P6VVZ           | E
 2002-03-19 00:00:00 | P6VIZ           | E
 2002-03-19 00:00:00 | M6VVZ           | E
 2002-03-19 00:00:00 | M6VIZ           | E
 2002-03-19 00:00:00 | P27VVZ          | E
 2002-03-19 00:00:00 | P27VIZ          | E
 2002-03-19 00:00:00 | ABIASZ          | E
 2002-03-19 00:00:00 | BBIASZ          | E
 2002-03-19 00:00:00 | CBIASZ          | E
 2002-03-19 00:00:00 | DBIASZ          | E
 2002-03-19 00:00:00 | EBIASZ          | E
 2002-03-19 00:00:00 | FBIASZ          | E
 2002-03-19 00:00:00 | GHVZ            | E
 2002-03-20 00:00:00 | 3SDP5V          | J
 2002-03-20 00:00:00 | 3SDAGV          | R
 2002-03-20 00:00:00 | 3SDP15V         | J
 2002-03-20 00:00:00 | 3SDM15V         | J
 2002-03-23 00:00:00 | 3SDM15V         | J
 2002-03-25 00:00:00 | 3SDFATSV        | J
 2002-03-27 00:00:00 | 3SDP5V          | J
 2002-03-28 00:00:00 | 3SDM15V         | J
 2002-03-28 00:00:00 | 3SDP5V          | J
 2002-03-28 00:00:00 | 3SDTSTSV        | Y
 2002-03-30 00:00:00 | 3SDP5V          | J
 2002-04-12 00:00:00 | 4MP5BV          | J
 2002-04-14 00:00:00 | 3SDM15V         | J
 2002-04-14 00:00:00 | 3SDP5V          | J
 2002-04-14 00:00:00 | 3SDFATSV        | J
 2002-04-19 00:00:00 | 3SDFATSV        | J
 2002-04-21 00:00:00 | 3SDM15V         | J
 2002-04-21 00:00:00 | 3SDP5V          | J
 2002-04-21 00:00:00 | CCDM_CTXBPWR    | M
 2002-04-24 05:03:02 | GCA_1SHOT       | w
 2002-04-24 05:03:02 | GCA_ERR3        | w
 2002-04-24 05:03:02 | GCA_BIAS1       | w
 2002-04-24 05:03:02 | ROLL_BIAS_DIFF  | w
 2002-04-24 05:03:02 | YAW_CTRL        | w
 2002-04-24 05:03:02 | YAW_STAB        | w
 2002-04-28 00:00:00 | 3SDAGV          | R
 2002-04-28 00:00:00 | 3SDP15V         | J
 2002-05-19 00:00:00 | 3SDM15V         | J
 2002-05-19 00:00:00 | 3SDP5V          | J
 2002-05-24 00:00:00 | 3SDM15V         | J
 2002-05-24 00:00:00 | 3SDP5V          | J
 2002-05-30 00:00:00 | CCDM_CTXAPWR    | I
 2002-06-06 00:00:00 | 3SDM15V         | J
 2002-06-10 00:00:00 | 3SDP15V         | J
 2002-06-11 00:00:00 | CCDM_CTXBPWR    | R
 2002-06-11 00:00:00 | TCYZ_RW6        | R
 2002-06-12 00:00:00 | 3SDAGV          | R
 2002-06-24 00:00:00 | 3SDM15V         | J
 2002-06-24 00:00:00 | 3SDP5V          | J
 2002-06-25 00:00:00 | 3SDM15V         | J
 2002-06-27 00:00:00 | 3SDM15V         | J
 2002-06-28 00:00:00 | 3SDM15V         | J
 2002-07-05 00:00:00 | 3SDM15V         | J
 2002-07-05 00:00:00 | 3SDP5V          | J
 2002-07-05 00:00:00 | 3SDAGV          | R
 2002-07-07 00:00:00 | NPM_CSSI3       | p
 2002-07-07 00:00:00 | NPM_CSSI4       | p
 2002-07-09 00:00:00 | 3SDP5V          | J
 2002-07-09 00:00:00 | 3SDTSTSV        | O
 2002-07-14 00:00:00 | 3SDTSTSV        | U
 2002-07-18 00:00:00 | 3SDM15V         | J
 2002-07-19 00:00:00 | 3SDAGV          | R
 2002-07-23 00:00:00 | 3SDM15V         | J
 2002-07-26 00:00:00 | 3SDP5V          | J
 2002-07-27 00:00:00 | 3SDFATSV        | J
 2002-07-29 00:00:00 | 3SDP5V          | J
 2002-08-07 00:00:00 | 3SDTSTSV        | -
 2002-08-09 00:00:00 | 3SDTSTSV        | K
 2002-08-15 00:00:00 | 3SDM15V         | r
 2002-08-18 00:00:00 | PITCH_CTRL      | s
 2002-08-18 00:00:00 | YAW_CTRL        | s
 2002-08-18 00:00:00 | YAW_STAB        | s
 2002-08-18 00:00:00 | PITCH_STAB      | s
 2002-08-18 00:00:00 | GCA_1SHOT       | s
 2002-08-22 00:00:00 | 3SDP15V         | r
 2002-08-24 00:00:00 | PITCH_CTRL      | s
 2002-08-24 00:00:00 | YAW_CTRL        | s
 2002-08-24 00:00:00 | YAW_STAB        | s
 2002-08-24 00:00:00 | PITCH_STAB      | s
 2002-08-24 00:00:00 | GCA_1SHOT       | s
 2002-09-05 00:00:00 | 3SDTSTSV        | N
 2002-09-07 00:00:00 | PITCH_CTRL      | s
 2002-09-07 00:00:00 | YAW_CTRL        | s
 2002-09-07 00:00:00 | YAW_STAB        | s
 2002-09-07 00:00:00 | PITCH_STAB      | s
 2002-09-13 00:00:00 | 3SDFATSV        | r
 2002-10-13 00:00:00 | 3SDP15V         | r
 2002-10-13 00:00:00 | 3SDAGV          | r
 2002-10-14 00:00:00 | CCDM_CTXAPWR    | R
 2002-10-17 00:00:00 | 3SDP15V         | r
 2002-10-17 00:00:00 | 3SDAGV          | r
 2002-10-19 00:00:00 | 3SDP5V          | r
 2002-11-10 00:00:00 | 3SDP15V         | r
 2002-11-10 00:00:00 | PITCH_CTRL      | s
 2002-11-10 00:00:00 | YAW_CTRL        | s
 2002-11-10 00:00:00 | YAW_STAB        | s
 2002-11-10 00:00:00 | PITCH_STAB      | s
 2002-11-23 00:00:00 | 3SDM15V         | r
 2002-11-23 00:00:00 | 3SDP5V          | r
 2002-11-27 00:00:00 | PITCH_CTRL      | s
 2002-11-27 00:00:00 | YAW_CTRL        | s
 2002-11-27 00:00:00 | YAW_STAB        | s
 2002-11-27 00:00:00 | PITCH_STAB      | s
 2002-12-12 00:00:00 | 3SDAGV          | r
 2002-12-22 00:00:00 | 4MP5BV          | r
 2002-12-31 00:00:00 | 3SDP15V         | r
 2002-12-31 00:00:00 | 3SDAGV          | r
 2003-01-02 00:00:00 | 3SDP15V         | r
 2003-01-02 00:00:00 | 3SDAGV          | r
 2003-01-06 00:00:00 | 3SDFATSV        | r
 2003-01-08 00:00:01 | 3SDP15V         | r
 2003-01-08 00:00:01 | 3SDAGV          | r
 2003-01-09 00:00:00 | NPM_CSSI1       | s
 2003-01-09 00:00:00 | NPM_CSSI2       | s
 2003-01-09 00:00:00 | NPM_CSSI3       | s
 2003-01-09 00:00:00 | NPM_CSSI4       | s
 2003-01-10 00:00:00 | PITCH_CTRL      | s
 2003-01-10 00:00:00 | YAW_CTRL        | s
 2003-01-10 00:00:00 | YAW_STAB        | s
 2003-01-10 00:00:00 | PITCH_STAB      | s
 2003-01-10 00:00:00 | 3SDAGV          | r
 2003-01-11 00:00:00 | NPM_CSSI1       | s
 2003-01-11 00:00:00 | NPM_CSSI2       | s
 2003-01-12 00:00:00 | 3SDAGV          | r
 2003-01-13 00:00:00 | PITCH_CTRL      | s
 2003-01-13 00:00:00 | YAW_CTRL        | s
 2003-01-13 00:00:00 | YAW_STAB        | s
 2003-01-13 00:00:00 | PITCH_STAB      | s
 2003-01-13 00:00:00 | NPM_CSSI2       |  
 2003-01-15 00:00:00 | 3SDFATSV        | r
 2003-01-17 00:00:00 | NPM_CSSI3       | s
 2003-01-17 00:00:00 | NPM_CSSI4       | s
 2003-01-19 00:00:00 | NPM_CSSI3       | s
 2003-01-19 00:00:00 | NPM_CSSI4       | s
 2003-01-22 00:00:00 | 3SDM15V         | r
 2003-02-07 00:00:00 | 3SDP15V         | r
 2003-03-11 00:00:00 | 3SDFATSV        | F
 2003-03-14 00:00:00 | 3SDP5V          | F
 2003-03-21 00:00:00 | NPM_CSSI4       | s
 2003-04-06 00:00:00 | NPM_CSSI1       | s
 2003-04-06 00:00:00 | NPM_CSSI2       | s
 2003-04-19 00:00:00 | CCDM_CTXAPWR    | H
 2003-04-21 00:00:00 | 3SDP5V          | R
 2003-04-21 00:00:00 | 3SDM15V         | M
 2003-04-22 00:00:00 | 3SDM15V         | Y
 2003-04-23 00:00:00 | 3SDTSTSV        | O
 2003-04-27 00:00:00 | NPM_CSSI1       | s
 2003-04-27 00:00:00 | NPM_CSSI2       | s
 2003-05-01 00:00:00 | 3SDP15V         | R
 2003-05-01 00:00:00 | 3SDFATSV        | R
 2003-05-02 00:00:00 | 3SDP15V         | R
 2003-05-21 00:00:00 | NPM_CSSI1       | s
 2003-05-21 00:00:00 | NPM_CSSI2       | s
 2003-05-29 00:00:00 | NPM_CSSI4       | s
 2003-05-29 00:00:00 | NPM_CSSI3       | s
 2003-05-30 00:00:00 | NPM_CSSI3       | s
 2003-05-30 00:00:00 | NPM_CSSI4       | s
 2003-06-02 00:00:00 | 4MP5BV          | R
 2003-06-05 00:00:00 | 3SDAGV          | R
 2003-06-06 00:00:00 | 3SDAGV          | R
 2003-06-06 00:00:00 | 3SDP15V         | R
 2003-06-06 00:00:00 | 3SDP5V          | I
 2003-06-06 00:00:00 | 3SDM15V         | E
 2003-06-06 00:00:00 | 3SDFATSV        | M
 2003-06-11 00:00:00 | NPM_CSSI1       | s
 2003-06-11 00:00:00 | NPM_CSSI2       | s
 2003-06-12 00:00:00 | AIRU1G1I        | s
 2003-06-12 00:00:00 | AIRU1G2I        | s
 2003-06-12 00:00:00 | GCA_BIAS1       | M
 2003-06-20 00:00:00 | 3SDP5V          | C
 2003-06-20 00:00:00 | 3SDM15V         | R
 2003-06-26 00:00:00 | 3SDP15V         | R
 2003-07-06 00:00:00 | 3SDP5V          | H
 2003-07-06 00:00:00 | 3SDM15V         | S
 2003-07-19 00:00:00 | GCA_BIAS1       | s
 2003-07-19 00:00:00 | GCA_BIAS2       | s
 2003-07-19 00:00:00 | GCA_BIAS3       | s
 2003-07-19 00:00:00 | GCA_1SHOT       | s
 2003-07-19 00:00:00 | GCA_ERR1        | s
 2003-07-19 00:00:00 | GCA_ERR2        | s
 2003-07-19 00:00:00 | GCA_ERR3        | s
 2003-07-19 00:00:00 | AIRU1G1T        | A
 2003-07-19 00:00:00 | AIRU1G2T        | A
 2003-07-19 00:00:00 | AIRU1BT         | A
 2003-07-19 00:00:00 | AIRU1VFT        | A
 2003-07-19 00:00:00 | AIRU1G1I        | A
 2003-07-19 00:00:00 | AIRU1G2I        | A
 2003-08-16 00:00:00 | 3SDM15V         | R
 2003-08-24 00:00:00 | 4MP5BV          | I
 2003-08-25 00:00:00 | 4MP5BV          | C
 2003-09-28 00:00:00 | 4MP5AV          | M
 2003-10-06 00:00:00 | 4MP5BV          | H
 2003-10-14 00:00:00 | 3SDTSTSV        | W
 2003-11-05 00:00:00 | NPM_CSSI1       | M
 2003-11-06 00:00:00 | NPM_CSSI1       | M
 2003-12-12 00:00:00 | 4MP5BV          | M
 2004-01-09 00:00:00 | 3SDTSTSV        | -
 2004-01-11 00:00:00 | 4MP5BV          | Y
 2004-01-21 00:00:00 | 3SDTSTSV        | I
 2004-02-08 00:00:00 | OHRMGRD2        | T
 2004-02-08 00:00:00 | OHRMGRD3        | T
 2004-02-08 00:00:00 | EE_DIAM         | T
 2004-02-08 00:00:00 | EE_THERM        | T
 2004-02-26 00:00:00 | 3SDTSTSV        | H
 2004-03-01 00:00:00 | NPM_CSSI3       | M
 2004-03-01 00:00:00 | NPM_CSSI4       | M
 2004-04-05 00:00:00 | 4MP5BV          | E
 2004-04-18 00:00:00 | CCDM_CTXAPWR    | M
 2004-05-09 00:00:00 | 3SDTSTSV        | -
 2004-05-16 00:00:00 | 3SDM15V         | R
 2004-05-19 00:00:00 | 4MP5BV          | R
 2004-05-27 00:00:00 | 4MP5BV          | S
 2004-06-09 00:00:00 | 3SDTSTSV        | T
 2004-07-05 00:00:00 | OHRTHR16        | t
 2004-07-05 00:00:00 | OHRTHR15        | t
 2004-07-18 00:00:00 | VECANGLE_DIFF   | M
 2004-07-18 00:00:00 | GCA_BIAS1       | M
 2004-07-26 00:00:00 | GCA_BIAS1       | M
 2004-07-31 00:00:00 | GCA_BIAS1       | M
 2004-08-01 00:00:00 | CCDM_CTXAPWR    | Y
 2004-08-02 00:00:00 | 3SDTSTSV        | -
 2004-09-09 00:00:00 | POBACONE        | T
 2004-09-09 00:00:00 | EEPA5V          |  
 2004-09-09 00:00:00 | EE_BULK         | T
 2004-09-09 00:00:00 | EE_AXIAL        | T
 2004-09-09 00:00:00 | EE_RADIAL       | T
 2004-09-09 00:00:00 | EE_DIAM         | T
 2004-09-09 00:00:00 | EE_THERM        | T
 2004-09-09 00:00:00 | TILT_BULK       | T
 2004-09-09 00:00:00 | TILT_AXIAL      | T
 2004-09-09 00:00:00 | TILT_DIAM       | T
 2004-09-09 00:00:00 | TILT_MAX        | T
 2004-09-09 00:00:00 | TILT_RSS        | T
 2004-09-09 00:00:00 | HMCSAVE         | T
 2004-09-09 00:00:00 | HMIN35          | T
 2004-09-09 00:00:00 | HMAX35          | T
 2004-09-09 00:00:00 | 4OHTRZ03        | T
 2004-09-09 00:00:00 | 4OHTRZ04        | T
 2004-09-09 00:00:00 | 4OHTRZ05        | T
 2004-09-09 00:00:00 | 4OHTRZ06        | T
 2004-09-09 00:00:00 | 4OHTRZ07        | T
 2004-09-09 00:00:00 | 4OHTRZ08        | T
 2004-09-09 00:00:00 | 4OHTRZ09        | T
 2004-09-09 00:00:00 | 4OHTRZ10        | T
 2004-09-09 00:00:00 | 4OHTRZ11        | T
 2004-09-09 00:00:00 | 4OHTRZ12        | T
 2004-09-09 00:00:00 | 4OHTRZ13        | T
 2004-09-09 00:00:00 | 4OHTRZ14        | T
 2004-09-09 00:00:00 | 4OHTRZ15        | T
 2004-09-09 00:00:00 | 4OHTRZ16        | T
 2004-09-09 00:00:00 | 4OHTRZ17        | T
 2004-09-09 00:00:00 | 4OHTRZ18        | T
 2004-09-09 00:00:00 | 4OHTRZ19        | T
 2004-09-09 00:00:00 | 4OHTRZ20        | T
 2004-09-09 00:00:00 | 4OHTRZ23        | T
 2004-09-09 00:00:00 | 4OHTRZ24        | T
 2004-09-09 00:00:00 | 4OHTRZ31        | T
 2004-09-09 00:00:00 | 4OHTRZ32        | T
 2004-09-09 00:00:00 | 4OHTRZ33        | T
 2004-09-09 00:00:00 | 4OHTRZ34        | T
 2004-09-09 00:00:00 | 4OHTRZ35        | T
 2004-09-09 00:00:00 | 4OHTRZ36        | T
 2004-09-09 00:00:00 | 4OHTRZ37        | T
 2004-09-09 00:00:00 | 4OHTRZ38        | T
 2004-09-09 00:00:00 | 4OHTRZ39        | T
 2004-09-09 00:00:00 | 4OHTRZ40        | T
 2004-09-09 00:00:00 | 4OHTRZ41        | T
 2004-09-09 00:00:00 | 4OHTRZ42        | T
 2004-09-09 00:00:00 | 4OHTRZ43        | T
 2004-09-09 00:00:00 | 4OHTRZ44        | T
 2004-09-09 00:00:00 | 4OHTRZ45        | T
 2004-09-09 00:00:00 | 4OHTRZ46        | T
 2004-09-09 00:00:00 | 4OHTRZ47        | T
 2004-09-09 00:00:00 | 4OHTRZ48        | T
 2004-09-09 00:00:00 | 4OHTRZ49        | T
 2004-09-09 00:00:00 | 4OHTRZ50        | T
 2004-09-09 00:00:00 | 4OHTRZ51        | T
 2004-09-09 00:00:00 | 4OHTRZ52        | T
 2004-09-09 00:00:00 | 4OHTRZ53        | T
 2004-09-09 00:00:00 | 4OHTRZ54        | T
 2004-09-09 00:00:00 | 4OHTRZ55        | T
 2004-09-09 00:00:00 | 4OHTRZ57        | T
 2004-09-09 00:00:00 | 4OHTRZ25        | T
 2004-09-09 00:00:00 | 4OHTRZ26        | T
 2004-09-09 00:00:00 | 4OHTRZ27        | T
 2004-09-09 00:00:00 | 4OHTRZ28        | T
 2004-09-09 00:00:00 | 4OHTRZ29        | T
 2004-09-09 00:00:00 | 4OHTRZ30        | T
 2004-09-09 00:00:00 | 4OHTRZ58        | T
 2004-09-09 00:00:00 | 4OHTRZ59        | T
 2004-09-09 00:00:00 | 4OHTRZ60        | T
 2004-09-09 00:00:00 | 4OHTRZ61        | T
 2004-09-09 00:00:00 | 4OHTRZ62        | T
 2004-09-09 00:00:00 | 4OHTRZ63        | T
 2004-09-09 00:00:00 | 4OHTRZ64        | T
 2004-09-09 00:00:00 | 4OHTRZ65        | T
 2004-09-09 00:00:00 | 4OHTRZ66        | T
 2004-09-09 00:00:00 | 4OHTRZ67        | T
 2004-09-09 00:00:00 | 4OHTRZ68        | T
 2004-09-09 00:00:00 | 4OHTRZ69        | T
 2004-09-09 00:00:00 | 4OHTRZ75        | T
 2004-09-09 00:00:00 | 4OHTRZ76        | T
 2004-09-09 00:00:00 | 4OHTRZ77        | T
 2004-09-09 00:00:00 | 4OHTRZ78        | T
 2004-09-09 00:00:00 | 4OHTRZ79        | T
 2004-09-09 00:00:00 | 4OHTRZ80        | T
 2004-09-09 00:00:00 | 4OAVHRMT        | T
 2004-09-09 00:00:00 | 4OAVOBAT        | T
 2004-09-09 00:00:00 | 4OHTRZ01        | T
 2004-09-09 00:00:00 | 4OHTRZ02        | T
 2004-09-09 00:00:00 | HAAG            | T
 2004-09-09 00:00:00 | HARG            | T
 2004-09-09 00:00:00 | HADG            | T
 2004-09-09 00:00:00 | OHRTHR49        | T
 2004-09-09 00:00:00 | OHRTHR24        | T
 2004-09-09 00:00:00 | OHRTHR05        | T
 2004-09-09 00:00:00 | OHRTHR19        | T
 2004-09-09 00:00:00 | OHRTHR41        | T
 2004-09-09 00:00:00 | OHRTHR38        | T
 2004-09-09 00:00:00 | OHRTHR52        | T
 2004-09-09 00:00:00 | OHRTHR31        | T
 2004-09-09 00:00:00 | OHRTHR33        | T
 2004-09-09 00:00:00 | OHRTHR08        | T
 2004-09-09 00:00:00 | OHRTHR53        | T
 2004-09-09 00:00:00 | OHRTHR09        | T
 2004-09-09 00:00:00 | OHRTHR54        | T
 2004-09-09 00:00:00 | OHRMGRD3        | T
 2004-09-09 00:00:00 | OHRMGRD6        | T
 2004-09-09 00:00:00 | OHRTHR20        | T
 2004-09-09 00:00:00 | OHRTHR44        | T
 2004-09-09 00:00:00 | OHRTHR02        | T
 2004-09-09 00:00:00 | OHRTHR21        | T
 2004-09-09 00:00:00 | OHRTHR45        | T
 2004-09-09 00:00:00 | OHRTHR03        | T
 2004-09-09 00:00:00 | OHRTHR22        | T
 2004-09-09 00:00:00 | OHRTHR46        | T
 2004-09-09 00:00:00 | OHRTHR63        | T
 2004-09-09 00:00:00 | OHRTHR10        | T
 2004-09-09 00:00:00 | OHRTHR11        | T
 2004-09-09 00:00:00 | OHRTHR34        | T
 2004-09-09 00:00:00 | OHRTHR35        | T
 2004-09-09 00:00:00 | OHRTHR55        | T
 2004-09-09 00:00:00 | OHRTHR56        | T
 2004-09-09 00:00:00 | OHRTHR36        | T
 2004-09-09 00:00:00 | OHRTHR37        | T
 2004-09-09 00:00:00 | OHRTHR12        | T
 2004-09-09 00:00:00 | OHRTHR13        | T
 2004-09-09 00:00:00 | OHRTHR57        | T
 2004-09-09 00:00:00 | OHRTHR58        | T
 2004-09-09 00:00:00 | OHRTHR51        | T
 2004-09-09 00:00:00 | OHRTHR07        | T
 2004-09-09 00:00:00 | OHRTHR26        | T
 2004-09-09 00:00:00 | OHRTHR29        | T
 2004-09-09 00:00:00 | OHRTHR30        | T
 2004-09-09 00:00:00 | OHRTHR06        | T
 2004-09-09 00:00:00 | OHRTHR25        | T
 2004-09-09 00:00:00 | OHRTHR50        | T
 2004-09-09 00:00:00 | OHRTHR39        | T
 2004-09-09 00:00:00 | OHRTHR17        | T
 2004-09-09 00:00:00 | OHRTHR61        | T
 2004-09-09 00:00:00 | OHRTHR15        | T
 2004-09-09 00:00:00 | OHRTHR40        | T
 2004-09-09 00:00:00 | OHRTHR60        | T
 2004-09-09 00:00:00 | OHRTHR14        | T
 2004-09-09 00:00:00 | OHRTHR23        | T
 2004-09-09 00:00:00 | OHRTHR04        | T
 2004-09-09 00:00:00 | OHRTHR47        | T
 2004-09-09 00:00:00 | OHRTHR59        | T
 2004-09-09 00:00:00 | OHRTHR62        | T
 2004-09-09 00:00:00 | OHRTHR18        | T
 2004-09-09 00:00:00 | OHRTHR27        | T
 2004-09-09 00:00:00 | OHRTHR42        | T
 2004-09-09 00:00:00 | OHRTHR43        | T
 2004-09-09 00:00:00 | OHRMGRD1        | T
 2004-09-09 00:00:00 | OHRMGRD2        | T
 2004-09-09 00:00:00 | OHRMGRD4        | T
 2004-09-09 00:00:00 | OHRMGRD5        | T
 2004-09-09 00:00:00 | OHRMGRD7        | T
 2004-09-09 00:00:00 | OHRMGRD8        | T
 2004-09-09 00:00:00 | OHRTHR01        | T
 2004-09-09 00:00:00 | OHRTHR16        | T
 2004-09-09 00:00:00 | OHRTHR32        | T
 2004-09-09 00:00:00 | OHRTHR48        | T
 2004-09-09 00:00:00 | OHRTHR64        | T
 2004-09-09 00:00:00 | OHRMAPWR        | T
 2004-09-09 00:00:00 | OBACAVE         | T
 2004-09-09 00:00:00 | OBAAG           | T
 2004-09-09 00:00:00 | OBADIG          | T
 2004-09-09 00:00:00 | OBADIG_TILT     | T
 2004-09-09 00:00:00 | OBAFDG          | T
 2004-09-09 00:00:00 | OBAMDG          | T
 2004-09-09 00:00:00 | OBAADG          | T
 2004-09-09 00:00:00 | OBAABHDG        | T
 2004-09-09 00:00:00 | OBAAGW          | T
 2004-09-09 00:00:00 | OBADIGW         | T
 2004-09-09 00:00:00 | OBACAVEW        | T
 2004-09-09 00:00:00 | OBA_AVE         | T
 2004-09-09 00:00:00 | PTOTAL          | T
 2004-09-09 00:00:00 | PHRMA           | T
 2004-09-09 00:00:00 | POBAT           | T
 2004-09-09 00:00:00 | PTFTE           | T
 2004-09-09 00:00:00 | PFAP            | T
 2004-09-09 00:00:00 | PPL10           | T
 2004-09-09 00:00:00 | PAHP            | T
 2004-09-09 00:00:00 | PMNT            | T
 2004-09-09 00:00:00 | PFWDCONE        | T
 2004-09-09 00:00:00 | PMIDCONE        | T
 2004-09-09 00:00:00 | PAFTCONE        | T
 2004-09-09 00:00:00 | PABH            | T
 2004-09-09 00:00:00 | PSCSTRUTS       | T
 2004-09-09 00:00:00 | PHRMASTRUTS     | T
 2004-09-09 00:00:00 | PFWDCYL         | T
 2004-09-09 00:00:00 | PAFTCYL         | T
 2004-09-09 00:00:00 | PCONE           | T
 2004-09-09 00:00:00 | PRADVNT         | T
 2004-09-09 00:00:00 | HRMHCHK         | T
 2004-09-09 00:00:00 | HRMA_AVE        | T
 2004-09-09 00:00:00 | TABMIN          | T
 2004-09-09 00:00:00 | TSSMAX          | T
 2004-09-09 00:00:00 | TELSS_AVE       | T
 2004-09-09 00:00:00 | TABMAX          | T
 2004-09-09 00:00:00 | TELAB_AVE       | T
 2004-09-09 00:00:00 | THSMIN          | T
 2004-09-09 00:00:00 | THSMAX          | T
 2004-09-09 00:00:00 | TELHS_AVE       | T
 2004-09-09 00:00:00 | TSSMIN          | T
 2004-09-09 00:00:00 | 4SP51V          | T
 2004-09-09 00:00:00 | 4RT575T         | T
 2004-09-09 00:00:00 | 4RT576T         | T
 2004-09-09 00:00:00 | 4RT577T         | T
 2004-09-09 00:00:00 | 4RT578T         | T
 2004-09-09 00:00:00 | 4RT579T         | T
 2004-09-09 00:00:00 | 4RT580T         | T
 2004-09-09 00:00:00 | 4RT581T         | T
 2004-09-09 00:00:00 | 4RT700T         | T
 2004-09-09 00:00:00 | 4RT701T         | T
 2004-09-09 00:00:00 | 4RT702T         | T
 2004-09-09 00:00:00 | 4RT703T         | T
 2004-09-09 00:00:00 | 4RT704T         | T
 2004-09-09 00:00:00 | 4RT705T         | T
 2004-09-09 00:00:00 | 4RT706T         | T
 2004-09-09 00:00:00 | 4RT707T         | T
 2004-09-09 00:00:00 | 4RT708T         | T
 2004-09-09 00:00:00 | 4RT709T         | T
 2004-09-09 00:00:00 | 4RT710T         | T
 2004-09-09 00:00:00 | 4RT711T         | T
 2004-09-09 00:00:00 | 4RT555T         | T
 2004-09-09 00:00:00 | 4RT556T         | T
 2004-09-09 00:00:00 | 4RT557T         | T
 2004-09-09 00:00:00 | 4RT558T         | T
 2004-09-09 00:00:00 | 4RT559T         | T
 2004-09-09 00:00:00 | 4RT560T         | T
 2004-09-09 00:00:00 | 4RT561T         | T
 2004-09-09 00:00:00 | 4RT562T         | T
 2004-09-09 00:00:00 | 4RT563T         | T
 2004-09-09 00:00:00 | 4RT564T         | T
 2004-09-09 00:00:00 | 4RT565T         | T
 2004-09-09 00:00:00 | 4RT567T         | T
 2004-09-09 00:00:00 | 4RT568T         | T
 2004-09-09 00:00:00 | 4RT569T         | T
 2004-09-09 00:00:00 | 4RT570T         | T
 2004-09-09 00:00:00 | 4RT582T         | T
 2004-09-09 00:00:00 | 4RT583T         | T
 2004-09-09 00:00:00 | 4RT584T         | T
 2004-09-09 00:00:00 | 4RT585T         | T
 2004-09-09 00:00:00 | 4RT586T         | T
 2004-09-09 00:00:00 | 4RT587T         | T
 2004-09-09 00:00:00 | 4RT588T         | T
 2004-09-09 00:00:00 | 4RT589T         | T
 2004-09-09 00:00:00 | 4RT590T         | T
 2004-09-09 00:00:00 | 4RT591T         | T
 2004-09-09 00:00:00 | 4RT592T         | T
 2004-09-09 00:00:00 | 4RT593T         | T
 2004-09-09 00:00:00 | 4RT594T         | T
 2004-09-09 00:00:00 | 4RT595T         | T
 2004-09-09 00:00:00 | 4RT596T         | T
 2004-09-09 00:00:00 | 4RT597T         | T
 2004-09-09 00:00:00 | 4RT598T         | T
 2004-09-09 00:00:00 | 4PRTAV          | T
 2004-09-09 00:00:00 | 4PRTBV          | T
 2004-09-09 00:00:00 | 4PRT1AT         | T
 2004-09-09 00:00:00 | 4PRT2AT         | T
 2004-09-09 00:00:00 | 4PRT3AT         | T
 2004-09-09 00:00:00 | 4PRT4AT         | T
 2004-09-09 00:00:00 | 4PRT5AT         | T
 2004-09-09 00:00:00 | 4PRT1BT         | T
 2004-09-09 00:00:00 | 4PRT2BT         | T
 2004-09-09 00:00:00 | 4PRT3BT         | T
 2004-09-09 00:00:00 | 4PRT4BT         | T
 2004-09-09 00:00:00 | 4PRT5BT         | T
 2004-09-09 00:00:00 | OOBTHR26        | T
 2004-09-09 00:00:00 | OOBTHR27        | T
 2004-09-09 00:00:00 | OOBTHR28        | T
 2004-09-09 00:00:00 | OOBTHR29        | T
 2004-09-09 00:00:00 | OOBTHR30        | T
 2004-09-09 00:00:00 | OOBTHR31        | T
 2004-09-09 00:00:00 | OOBTHR33        | T
 2004-09-09 00:00:00 | OOBTHR34        | T
 2004-09-09 00:00:00 | OOBTHR35        | T
 2004-09-09 00:00:00 | OOBTHR57        | T
 2004-09-09 00:00:00 | OOBTHR62        | T
 2004-09-09 00:00:00 | OOBTHR63        | T
 2004-09-09 00:00:00 | OOBTHR08        | T
 2004-09-09 00:00:00 | OOBTHR09        | T
 2004-09-09 00:00:00 | OOBTHR10        | T
 2004-09-09 00:00:00 | OOBTHR11        | T
