DIRN GRATING START_TIME STOP_TIME T_LONG N_SHORT
RETR HETG 2013087.19103240 2013087.19130720 154.262 0
INSR LETG 2013093.00185000 2013093.00212990 152.212 4
RETR LETG 2013093.09251360 2013093.09275250 152.212 4
INSR LETG 2013114.03452020 2013114.03480210 152.212 5
RETR LETG 2013114.12485060 2013114.12512740 152.212 3
INSR HETG 2013115.05364860 2013115.05392340 154.006 0
RETR HETG 2013115.20331240 2013115.20354720 154.262 0
INSR HETG 2013118.19221660 2013118.19245140 154.775 0
RETR HETG 2013119.00134000 2013119.00161380 154.262 0
INSR HETG 2013123.04192700 2013123.04220070 154.006 0
RETR HETG 2013125.04212440 2013125.04235820 154.262 0
INSR HETG 2013145.11224250 2013145.11251520 153.237 0
RETR HETG 2013145.18453560 2013145.18481040 154.262 0
INSR HETG 2013147.18012550 2013147.18040030 154.775 0
RETR HETG 2013148.08282940 2013148.08310420 154.262 0
INSR HETG 2013150.22405450 2013150.22432820 153.75 0
RETR HETG 2013152.05452300 2013152.05475780 154.262 0
INSR HETG 2013156.21192730 2013156.21220210 154.006 0
RETR HETG 2013159.07173630 2013159.07201110 154.262 0
INSR HETG 2013160.04082370 2013160.04105850 154.006 0
RETR HETG 2013160.07274750 2013160.07302130 154.262 0
INSR LETG 2013163.14163470 2013163.14191150 152.212 3
RETR LETG 2013164.16173100 2013164.16201500 152.212 6
INSR LETG 2013166.13254840 2013166.13282930 152.212 5
RETR LETG 2013167.06581660 2013167.07010160 152.212 7
INSR HETG 2013167.07014670 2013167.07042150 154.262 0
RETR HETG 2013168.02560340 2013168.02583820 154.262 0
INSR LETG 2013168.20153880 2013168.20182180 152.212 6
RETR LETG 2013169.04573770 2013169.05002270 152.212 7
INSR HETG 2013181.16031860 2013181.16055340 154.006 0
RETR HETG 2013181.20424250 2013181.20451730 154.262 0
INSR LETG 2013181.20461370 2013181.20485560 152.212 5
RETR LETG 2013182.14485200 2013182.14513290 152.212 5
INSR HETG 2013182.14522320 2013182.14545690 154.262 0
RETR HETG 2013182.19265700 2013182.19293070 154.262 0
INSR HETG 2013185.14110160 2013185.14133640 154.519 0
RETR HETG 2013186.01452890 2013186.01480260 154.262 0
INSR LETG 2013190.02024840 2013190.02053040 152.212 5
RETR LETG 2013191.04113520 2013191.04141300 152.212 3
INSR LETG 2013194.22465030 2013194.22493220 152.212 5
RETR LETG 2013196.05183180 2013196.05210960 152.212 3
INSR HETG 2013203.20014560 2013203.20041930 154.006 0
RETR HETG 2013205.01593250 2013205.02020620 154.262 0
INSR LETG 2013208.15382480 2013208.15410670 152.212 5
RETR LETG 2013209.20010860 2013209.20034130 152.212 1
INSR LETG 2013211.01193590 2013211.01221480 152.212 4
RETR LETG 2013211.10305680 2013211.10333980 152.212 6
INSR HETG 2013211.16394550 2013211.16422030 154.775 0
RETR HETG 2013212.06205210 2013212.06232590 154.262 0
INSR HETG 2013217.05020650 2013217.05044030 154.006 0
RETR HETG 2013217.16581960 2013217.17005340 154.262 0
INSR HETG 2013218.20293410 2013218.20320890 154.775 0
RETR HETG 2013219.16390410 2013219.16413890 154.262 0
INSR HETG 2013227.08105200 2013227.08132580 154.262 0
RETR HETG 2013228.22340970 2013228.22364350 154.262 0
INSR HETG 2013231.13323210 2013231.13350690 154.519 0
RETR HETG 2013233.15275870 2013233.15303250 154.262 0
INSR LETG 2013237.11275150 2013237.11302730 152.212 2
RETR LETG 2013237.16393260 2013237.16420640 152.212 1
INSR LETG 2013243.23500460 2013243.23524040 152.212 2
RETR LETG 2013244.19170430 2013244.19194630 152.212 5
INSR LETG 2013245.10173310 2013245.10200990 152.212 3
RETR LETG 2013246.05430480 2013246.05454360 152.212 4
INSR LETG 2013253.08065460 2013253.08092940 152.212 2
RETR LETG 2013254.18403430 2013254.18431830 152.212 6
INSR HETG 2013261.17113950 2013261.17141320 154.006 0
RETR HETG 2013262.10443230 2013262.10470600 154.262 0
INSR HETG 2013262.14531930 2013262.14555310 152.981 0
RETR HETG 2013263.06491420 2013263.06514800 154.262 0
INSR HETG 2013266.02075760 2013266.02103230 154.519 0
RETR HETG 2013266.14381960 2013266.14405440 154.262 0
INSR HETG 2013266.17235600 2013266.17262970 154.262 0
RETR HETG 2013267.13384780 2013267.13412260 154.262 0
INSR HETG 2013271.05182990 2013271.05210470 155.031 0
RETR HETG 2013272.01394100 2013272.01421480 154.262 0
INSR LETG 2013274.04582130 2013274.05005810 152.212 3
RETR LETG 2013274.13344910 2013274.13372280 152.212 1
INSR HETG 2013282.02014340 2013282.02041810 154.519 0
RETR HETG 2013283.12152480 2013283.12175950 154.262 0
INSR HETG 2013284.14210700 2013284.14233980 153.237 0
RETR HETG 2013286.09155910 2013286.09183390 154.262 0
INSR HETG 2013289.18021210 2013289.18044690 154.006 0
RETR HETG 2013290.15235680 2013290.15263160 154.262 0
INSR HETG 2013292.09011440 2013292.09034810 154.006 0
RETR HETG 2013292.15383180 2013292.15410660 154.262 0
INSR LETG 2013292.15420290 2013292.15443870 152.212 2
RETR LETG 2013292.21361940 2013292.21385720 152.212 3
INSR LETG 2013295.12073500 2013295.12101600 152.212 5
RETR LETG 2013295.18155100 2013295.18182980 152.212 4
INSR LETG 2013296.23511310 2013296.23534990 152.212 3
RETR LETG 2013297.16353580 2013297.16381270 152.212 3
INSR HETG 2013299.09083630 2013299.09111110 154.519 0
RETR HETG 2013300.07461410 2013300.07484790 154.262 0
INSR HETG 2013305.21242510 2013305.21265880 154.006 0
RETR HETG 2013306.19195210 2013306.19222690 154.262 0
INSR LETG 2013313.17404840 2013313.17433340 152.212 7
RETR LETG 2013314.08041090 2013314.08064970 152.212 4
